group,variable,value
63,16,0.183717390163246
63,55,0.5249068290378458
63,68,0.0
63,36882,0.0
63,58,0.0
63,77,0.367434780326492
63,2036,0.0
63,78,0.0
1,6,5.201774078738433
1,2,0.4763729945792039
1,3,1.1170125390133057
1,19,0.0
1,13,3.2415265838033185
1,17,0.2354487214586869
1,39,0.0109511033236598
1,1,64.61150960959317
1,32,0.0328533099709795
1,25,0.4818485462410338
1,97,0.0
1,191,0.0
1,16,1.4838745003559108
1,55,0.1971198598258774
1,68,0.0
1,36882,0.0
1,58,0.0
1,77,0.2025954114877074
1,2036,0.0
1,78,0.0
54,6,0.1140867058964813
54,2,0.0540410712141227
54,3,0.0120091269364717
54,19,0.0
54,13,0.1321003963011889
54,17,0.0060045634682358
54,39,0.0
54,1,0.0060045634682358
54,32,0.0600456346823585
54,25,0.0480365077458868
54,97,0.0
54,191,0.0
54,16,0.1621232136423682
54,55,0.4803650774588687
54,68,0.0
54,36882,0.0
54,58,0.0
54,77,0.0720547616188303
54,2036,0.0
54,78,0.0
73,6,1.4831271766542573
73,2,0.084063888555302
73,3,0.0120091269364717
73,19,0.0
73,13,1.5491773748048518
73,17,0.0060045634682358
73,39,0.0
73,1,0.1741323405788399
73,32,0.0120091269364717
73,25,1.230935510988351
73,97,0.0
73,191,0.0
73,16,0.1080821424282454
73,55,2.1015972138825507
73,68,0.0
73,36882,0.0
73,58,0.0
73,77,83.08514470997959
73,2036,0.0
73,78,0.0
