,group,variable,value
233,27,55,0.0
234,27,68,0.0
235,27,36882,0.0
236,27,58,0.0
237,27,77,0.0
238,27,2036,0.0
239,27,78,0.0
240,32,6,1.724497601001320
241,32,2,0.2607607259578610
242,32,3,0.0834434323065155
243,32,19,0.0
244,32,13,1.8774772268966
245,32,17,0.0556289548710103
246,32,39,0.0208608580766288
247,32,1,1.390723871775260
248,32,32,0.0451985258326959
249,32,25,0.3233433001877480
250,32,97,0.0
251,32,191,0.0
252,32,16,1.0639037619080700
253,32,55,0.3163896808288710
254,32,68,0.0
255,32,36882,0.0
256,32,58,0.0
257,32,77,0.0347680967943814
258,32,2036,0.0
259,32,78,0.0
260,16,6,1.0178342257821800
261,16,2,0.6903571270522640
262,16,3,0.7080585918484760
263,16,19,0.0
264,16,13,0.5310439438863570
265,16,17,0.2168429437535960
266,16,39,0.0
267,16,1,1.0178342257821800
268,16,32,0.1593131831659070
269,16,25,0.1637385493649600
270,16,97,0.0
271,16,191,0.0
272,16,16,2.438376775678190
273,16,55,0.5575961410806750
274,16,68,0.0
275,16,36882,0.0
276,16,58,0.0
277,16,77,0.2212683099526490
278,16,2036,0.0
279,16,78,0.0
280,65,6,0.0
281,65,2,0.0
282,65,3,0.0
283,65,19,0.0
284,65,13,0.0
285,65,17,0.0
286,65,39,0.0
287,65,1,0.0
288,65,32,0.0
289,65,25,0.0
290,65,97,0.0
291,65,191,0.0
292,65,16,0.0
293,65,55,0.0
294,65,68,0.0
295,65,36882,0.0
296,65,58,0.0
297,65,77,0.0
298,65,2036,0.0
299,65,78,0.0
300,23,6,0.1722574796010880
301,23,2,3.4814143245693600
302,23,3,0.0090661831368993
303,23,19,0.0
304,23,13,0.5530371713508610
305,23,17,62.883046237534
306,23,39,0.0
307,23,1,0.743427017225748
308,23,32,0.7252946509519490
309,23,25,0.1269265639165910
310,23,97,0.0
311,23,191,0.0
312,23,16,0.3898458748866730
313,23,55,0.0362647325475974
314,23,68,0.0
315,23,36882,0.0
316,23,58,0.0
317,23,77,0.0453309156844968
318,23,2036,0.0
319,23,78,0.0
320,63,6,0.0
321,63,2,0.0
322,63,3,0.0
323,63,19,0.0
324,63,13,0.0
325,63,17,0.0
326,63,39,0.0
327,63,1,0.0
328,63,32,0.0
329,63,25,0.0
330,63,97,0.0
331,63,191,0.0
332,63,16,0.0
333,63,55,0.0
334,63,68,0.0
335,63,36882,0.0
336,63,58,0.0
337,63,77,0.0
338,63,2036,0.0
339,63,78,0.0
340,1,6,2.1211294502796300
341,1,2,0.6990860728413590
342,1,3,0.4637839312508530
343,1,19,0.0
344,1,13,2.206383849406630
345,1,17,0.3580684763333790
346,1,39,0.0068203519301595
347,1,1,64.13176919929070
348,1,32,0.0341017596507979
349,1,25,1.4663756649843100
350,1,97,0.0
351,1,191,0.0
352,1,16,1.418633201473200
353,1,55,0.1091256308825540
354,1,68,0.0
355,1,36882,0.0
356,1,58,0.0
357,1,77,0.1261765107079530
358,1,2036,0.0
359,1,78,0.0
360,54,6,1.5913757700205300
361,54,2,0.0513347022587269
362,54,3,0.0
363,54,19,0.0
364,54,13,0.7186858316221770
365,54,17,0.0
366,54,39,0.0
367,54,1,0.3850102669404520
368,54,32,0.5903490759753590
369,54,25,0.5646817248459960
370,54,97,0.0
371,54,191,0.0
372,54,16,0.0770020533880903
373,54,55,0.3593429158110880
374,54,68,0.0
375,54,36882,0.0
376,54,58,0.0
377,54,77,0.2566735112936340
378,54,2036,0.0
379,54,78,0.0
380,73,6,0.7462686567164180
381,73,2,0.3997867803837950
382,73,3,0.0
383,73,19,0.0
384,73,13,0.3731343283582090
385,73,17,0.0
386,73,39,0.0
387,73,1,0.0
388,73,32,0.0266524520255863
389,73,25,1.998933901918980
390,73,97,0.0
391,73,191,0.0
392,73,16,50.39978678038380
393,73,55,0.0
394,73,68,0.0
395,73,36882,0.0
396,73,58,0.0
397,73,77,0.0
398,73,2036,0.0
399,73,78,0.0
