Author Community
M_Dastani 479
D_Brown 414
N_El_Mawass 414
P_Vogt 145
T_Ebrahimi 480
J_Goh 482
GC_Vosniakos 483
O_Abou_Khaled 127
SP_Kim 484
M_Viassone 449
N_Lau 485
S_Dickinson 486
JL_Pons 487
D_Whitney 488
A_Cavallaro 11
KS_Lohan 489
J_Hart 490
D_Kontogiorgos 95
L_Marentette 491
F_Vetere 90
J_Alexander 90
H_Pon-Barry 493
HF_Cheng 193
D_Reitter 494
RF_Gonzatto 495
A_Castro-González 496
A_Ramey 496
M_Baumann 497
A_Pruski 498
I_Schwaninger 439
L_Sbernini 499
C_Pelachaud 500
A_Wykowska 148
D_De_Tommaso 148
P_Núnez 501
L_Greco 502
R_Siegwart 503
S_Gomes 2
R_Signorello 504
A_Arya 505
Ç_Odabaşi 506
C_Antonya 507
T_Geier 46
K_Yu 508
M_Alemzadeh 509
T_Pfeiffer 510
SL_Huang 95
A_Cleaver 511
G_Kaufman 512
A_Njegus 361
K_Matsumoto 91
LP_Reis 513
D_Atienza 514
A_Sonderegger 46
R_Brueckner 46
AP_Pereira 516
R_Weitschat 517
S_Wu 22
A_Batliner 46
RJ_Jiao 518
LC_de_Miranda 519
M_Billinghurst 521
HAS_Huijer 522
US_Tiwary 523
HP_Martínez 2
KO_Stanley 2
L_Santos 524
D_Engel 525
D_Pellier 526
C_Harrison 527
C_Lütge 528
G_Welch 529
C_Angulo 122
P_From 29
J_Gonzàlez 530
Y_Tang 95
J_Gall 531
M_Sandler 532
H_Ardö 95
D_Grigoriadis 533
X_Zhao 32
ET_Solovey 534
F_Amirabdollahian 535
HA_Yanco 536
S_Srinivasa 135
P_Sincak 537
D_Lopez 538
S_Makris 539
A_Mihailidis 203
M_Gombolay 540
Z_Pang 541
V_Gatteschi 311
AE_Yantac 542
M_Bottin 543
A_Lim 544
W_Karwowski 545
D_Prattichizzo 546
VV_Hafner 274
S_Stadler 29
N_Robinson 547
A_Stabolidis 90
S_Bendall 90
F_Abawi 548
F_Geyer 549
DB_Albert 571
G_Van_de_Perre 571
H_Vu 571
L_Cavedon 551
MAVJ_Muthugala 552
S_Mukherjee 553
Y_Bengio 2
M_Broth 554
MEM_El-Naim 556
M_Gelsomini 22
R_Rosenberg-Kima 22
M_Schindler 557
B_Özcan 558
JS_Sequeira 558
MK_Keutmann 559
J_Qiu 560
O_Zuckerman 32
A_Nijholt 561
D_Plass-Oude_Bos 561
MCC_Baranauskas 562
CH_Park 563
JY_Lee 564
M_Kankanhalli 565
YF_Li 156
H_Yan 98
VV_Yap 566
SB_Osman 567
T_Varoudis 568
R_Vatrapu 569
S_Suzuki 570
S_Liu 46
R_Ji 95
FA_Hanapiah 572
C_Gatzoulis 573
R_Hierons 574
G_Dini 575
E_Ottmar 576
M_Horvat 577
B_Vanderborght 578
J_Jaen 132
D_Johnson 313
GJ_Burghouts 579
JCS_Jacques 580
J_Kildal 581
S_Schwarze 582
D_Gildea 583
G_Fitzpatrick 584
A_Wendemuth 445
F_Torres 585
D_Herath 586
VOK_Li 587
MM_Bekker 132
HM_Wang 11
C_Lai 588
MA_Peshkin 589
F_De_La_Torre 129
MA_Sayette 129
WA_Ijsselsteijn 133
W_Do 590
B_Reeves 43
GW_Maier 591
JL_Belden 592
JYC_Chen 593
KR_Liles 594
VMR_Penichet 595
P_Liu 129
JSR_Jang 596
JA_Kientz 403
M_Kay 403
M_Spadafora 66
G_Mueller-Putz 597
CJ_Stanton 598
YK_Dwivedi 599
S_Caldwell 129
J_Barksdale 141
P_Bermell-Garcia 600
J_Judvaitis 601
MM_Veloso 603
CM_Jonker 604
B_Kirman 605
LR_Krol 252
D_Kragic 606
H_Kjellström 606
N_Salomons 32
E_Coutinho 46
E_Marchi 46
F_Chen 43
NR_Waytowich 607
D_Dimitriadis 468
MG_McInnis 468
M_McInnis 468
M_Kyng 602
J_Koivisto 608
T_Liu 46
G_Mori 87
D_Schlangen 609
G_Parker 129
S_Pedell 140
M_Bennewitz 610
Y_Panagakis 611
Y_Xu 612
SC_Marsella 112
CL_Liu 43
C_Nass 43
J_Romero 614
F_Paternò 262
J_Dias 524
J_Rao 156
S_Patel 616
H_Pfister 617
J_Herstad 618
R_Bernardi 619
S_Ojha 144
A_Foster 620
I_Bloch 75
E_Riloff 621
JZ_Wang 622
M_Zhu 623
R_Looije 624
B_Willemsen 145
M_Olsen 625
A_Cöltekin 626
IS_Santos 627
DJ_Brooks 628
YM_Ro 629
DMM_Rahaman 630
H_Li 156
F_Mastrogiovanni 525
P_Maes 98
R_Mandryk 605
A_Collins 520
DM_Wegner 632
TB_Moeslund 140
M_Head 633
NSAA_Bakar 634
J_Löwgren 635
M_Inaba 636
Y_Demiris 637
K_Fukui 638
G_Blumrosen 639
DI_Fels 640
P_Malathi 641
MO_Riedl 642
J_Takamatsu 643
M_Theofanidis 644
C_Tsiourti 645
R_Divekar 156
P_Bremner 168
W_Jefriyanto 646
A_Coghlan 647
P_Hui 648
SP_Mansoor 649
D_Kïster 95
E_Bekele 650
D_Glas 107
E_López 651
I_Santos 652
A_Przegalinska 653
M_Tahon 654
C_Scerri 655
J_Staiano 656
M_Turchi 656
A_Lécuyer 657
C_McTeague 658
T_Grant 201
S_Haddadin 659
W_Mattheyses 29
D_Howard 660
B_Barry 661
M_Munoz-Organero 662
J_Hobbs 129
AA_Bayor 664
JI_Biel 665
P_Carreno-Medrano 588
T_Rodden 666
L_Qi 156
M_Nojoumian 667
H_Al_Osman 668
W_Kraaij 465
JS_Khan 669
RSJ_d_Baker 670
JP_Wachs 27
O_Lemon 29
KW_Wong 671
K_Lohan 40
E_Gutiérrez-Santiuste 672
MA_Rahaman 673
R_Muñoz-Salinas 674
YK_Kim 107
WD_Gray 675
SM_Kia 345
MS_bin_Sunar 676
JK_Burgoon 677
LN_Smith 678
J_Agapito 98
Y_Vazquez-Alvarez 679
MI_Ibrahimy 680
RT_Faghih 681
S_Kaltwang 682
G_Muhammad 32
RC_Johnson 683
B_Ryu 684
D_Cornforth 158
L_Iocchi 685
A_Fernández-Caballero 686
M_Kavakli 687
J_Orlando 40
J_Marvel 195
N_Ramzan 688
W_Mackay 690
J_Jørgensen 691
M_Foth 692
R_Circi 693
D_Magazzeni 694
VCM_Leung 156
K_Raaen 695
S_Konstantopoulos 696
J_Jin 156
NJ_McNeese 697
M_Zecca 698
A_Finkelstein 38
G_Petrucci 699
H_Hu 700
T_Wu 701
J_Tesch 702
J_Ling 41
HM_Huang 703
A_Al-Wabil 704
B_Majidi 705
V_Estivill-Castro 706
H_Kuzuoka 707
V_Evers 708
P_Hinds 571
N_Badler 709
BG_Bardy 185
H_Zijm 710
E_Biyik 22
F_Schwenker 46
S_Hanke 711
L_Gui 87
M_Frassl 712
B_Khan 713
P_Trahanias 714
H_Pichler 715
A_Lecuyer 716
P_Cipresso 717
DO_Popa 718
KF_MacDorman 719
MT_Thielsch 720
J_Ugah 182
MR_Benjamin 44
PW_Woźniak 40
C_Spence 721
A_Evlampiev 722
Z_Wu 92
S_Benford 723
J_Maciejewski 724
A_Rudenko 725
R_Agarwal 726
N_Iivari 727
JS_Marques 728
D_Chrysostomou 729
M_Sakr 535
S_Kopp 535
V_Maslej_Krešňáková 730
G_Wallner 731
H_Sumioka 107
W_Minker 732
S_Rank 733
D_Joshi 156
A_Delaborde 734
T_Spyrou 735
S_Wachsmuth 201
M_Moreno-Ibarra 736
T_Kramer 737
J_She 738
Y_Lin 739
S_van_Waveren 740
A_Von_Der_Pütten 741
A_Teixeira 742
A_Sarrafzadeh 689
AS_Ashour 743
E_Nosakhare 38
A_Ismail 744
JB_Lyons 745
SM_Hazarika 744
BM_McLaren 746
OA_Wudarczyk 148
P_Rouanet 747
S_Ramdani 748
L_Westendorf 749
G_Nimrod 750
E_Oliveira 751
HE_Gary 107
MD_Mulvenna 752
G_Singh 753
T_Matlock 754
MA_Cronin 2
A_Csapo 755
Á_Csapó 755
P_Langdon 756
S_Dogramadzi 2
S_Prasad 12
R_Meena 380
J_Saragih 129
J_Ortiz 156
KR_Seeja 757
J_Jovanovic 758
M_Nicolescu 759
M_Radhakrishnan 760
M_Kołodziej 761
M_Amirian 762
M_Dong 763
Q_Zhan 102
JL_Sanchez-Lopez 764
D_Peters 98
K_Mutijarsa 765
L_Moshkina 766
KM_Lukaszewski 767
S_Kalyanaraman 768
A_Savoy 769
TC_Kübler 135
D_Crookes 770
MS_Goodwin 771
S_Tadokoro 185
KPL_Vu 772
AA_Shafie 773
JP_Zagal 774
B_Fisher 775
RF_Adler 776
A_Biasiucci 503
J_Choi 555
M_Doering 663
R_Lindorfer 777
D_Szapiro 32
G_Fortino 778
TH_Falk 8
A_Peer 779
A_Bouridane 780
T_Lokki 613
OP_Verma 781
J_Brady 782
R_Bidarra 783
P_Gomes 784
RP_Paiva 784
SJ_Hyniewska 785
R_Jurdak 43
C_Pasluosta 786
MY_Yi 787
F_Steinberger 788
S_Tramonte 789
E_Moore 790
J_Du 615
K_Mao 156
JJ_Porter_III 791
AM_Piper 792
C_Heindl 793
J_Mankoff 32
IN_Silva 794
K_Berns 795
Q_Wu 129
A_Newell 796
AC_Graesser 98
A_Graesser 98
DG_Zhao 797
C_Crick 798
MJ_Fonseca 799
A_Rossiter 800
DTK_Kumar 801
M_John 802
SR_Dubey 803
KS_Wong 804
B_Williams 805
MAM_Sadeeq 806
R_Macredie 807
HJ_Yoon 808
V_Ng-Thow-Hing 809
M_Pascher 810
G_Sharma 811
I_Marsic 43
S_Gong 43
G_De_Gasperis 812
J_Kory 98
S_Dandapat 813
M_Detyniecki 143
E_Ardıç 814
F_Cena 815
F_Stramandinoli 816
P_Mulholland 817
M_Esbensen 818
N_Lyubova 95
S_Šabanovic 819
F_Biocca 820
T_Wendt 821
MA_Goodrich 822
M_Filippone 85
N_Koceska 823
F_Sahin 307
SK_Singh 307
J_Gómez-García-Bermejo 824
FJ_García-Peñalvo 825
AD_Procaccia 32
N_Fakotakis 826
G_Mahalakshmi 827
C_Zhang 8
P_Antonenko 828
M_Hanratty 829
IMM_El_Emary 830
Y_Sun 831
J_Lumsden 46
P_Panwar 832
M_Imai 107
F_Kummert 107
C_Gerdenitsch 833
A_Maselli 0
WY_Yau 1
S_Yamada 87
A_Lucieer 257
Y_Gordienko 3
R_Chellappa 4
M_Arvola 207
P_Hemeren 481
D_Gupta 282
P_Peng 156
Z_Akhtar 5
A_Ferreira 393
AA_Masiero 10
C_Kothe 252
JM_Carroll 796
F_Maurer 13
S_Wrede 16
D_Alexandrovsky 17
MZ_Hossain 129
RB_Grossman 8
AJ_Hornof 18
Y_Mizuchi 42
P_Isaias 19
MA_Bayles 20
S_Hirche 21
Y_Tian 23
K_Kapsaskis 151
A_Kaplan 25
T_Kitamura 26
Z_Wang 201
MAJ_van_Gerven 214
X_Baro 214
S_Sarkar 30
I_Reid 159
R_Law 37
D_Makris 550
JB_Pickering 39
L_Herman 45
U_Lahiri 47
LJ_Bannon 350
P_Kallioniemi 49
SN_Vitaladevuni 53
B_De_Schutter 437
S_Djamasbi 55
Y_Peng 75
HFM_Van_der_Loos 135
IG_Farreras 56
D_Xu 315
R_Gong 316
PLP_Rau 323
SM_Yuan 129
J_Xuan 68
H_Iqbal 22
Y_Qiao 200
J_Jia 193
A_Granollers 73
JY_Liu 11
YK_Lai 129
KE_MacLean 84
P_Dumouchel 110
G_Singer 223
XJ_Yang 22
F_Arvizzigno 96
X_Gui 631
AS_Elmaghraby 156
J_Goncalves 22
F_Zhang 43
R_Davis 104
DD_Caperton 108
A_Rashid 492
H_Yanco 119
Y_Cao 378
S_DiPaola 123
