community_id1,community_id2,overlap,perc
1695,1130,24,100.0
1695,1650,24,100.0
1695,424,24,100.0
1695,300,24,100.0
1695,74,24,100.0
1695,1695,24,100.0
1695,299,24,100.0
1695,1549,24,100.0
1695,443,24,100.0
1695,1906,24,100.0
1547,1850,0,0.0
1547,1653,0,0.0
1547,83,0,0.0
1547,281,0,0.0
1547,401,0,0.0
1547,1692,0,0.0
1547,1651,0,0.0
1547,1647,0,0.0
1547,370,0,0.0
1547,95,0,0.0
1547,1130,0,0.0
1547,1650,0,0.0
1547,424,0,0.0
1547,300,0,0.0
1547,74,0,0.0
1547,1695,0,0.0
1547,299,0,0.0
1547,1549,0,0.0
1547,443,0,0.0
1547,1906,0,0.0
297,1850,0,0.0
297,1653,0,0.0
297,83,0,0.0
297,281,0,0.0
297,401,0,0.0
297,1692,0,0.0
297,1651,0,0.0
297,1647,0,0.0
297,370,0,0.0
297,95,0,0.0
297,1130,0,0.0
297,1650,0,0.0
297,424,0,0.0
297,300,0,0.0
297,74,0,0.0
297,1695,0,0.0
297,299,0,0.0
297,1549,0,0.0
297,443,0,0.0
297,1906,0,0.0
441,1850,0,0.0
441,1653,0,0.0
441,83,0,0.0
441,281,0,0.0
441,401,0,0.0
441,1692,0,0.0
441,1651,0,0.0
441,1647,0,0.0
441,370,0,0.0
441,95,0,0.0
441,1130,0,0.0
441,1650,0,0.0
441,424,0,0.0
441,300,0,0.0
441,74,0,0.0
441,1695,0,0.0
441,299,0,0.0
441,1549,0,0.0
441,443,0,0.0
441,1906,0,0.0
1906,1850,21,100.0
1906,1653,21,100.0
1906,83,21,100.0
1906,281,21,100.0
1906,401,21,100.0
1906,1692,21,100.0
1906,1651,21,100.0
1906,1647,21,100.0
1906,370,21,100.0
1906,95,21,100.0
1906,1130,21,100.0
1906,1650,21,100.0
1906,424,21,100.0
1906,300,21,100.0
1906,74,21,100.0
1906,1695,21,100.0
1906,299,21,100.0
1906,1549,21,100.0
1906,443,21,100.0
1906,1906,21,100.0
