info/authors/author/0/_pid,info/authors/author/0/__text,info/authors/author/1/_pid,info/authors/author/1/__text,info/authors/author/2/_pid,info/authors/author/2/__text,info/title,info/venue,info/pages,info/year,info/type,info/access,info/key,info/ee,info/url,url,_score,_id,info/authors/author/3/_pid,info/authors/author/3/__text,info/authors/author/4/_pid,info/authors/author/4/__text,info/authors/author/5/_pid,info/authors/author/5/__text,info/authors/author/6/_pid,info/authors/author/6/__text,info/authors/author/7/_pid,info/authors/author/7/__text,info/authors/author/8/_pid,info/authors/author/8/__text,info/authors/author/9/_pid,info/authors/author/9/__text,info/authors/author/10/_pid,info/authors/author/10/__text,info/authors/author/11/_pid,info/authors/author/11/__text,info/authors/author/12/_pid,info/authors/author/12/__text,info/authors/author/13/_pid,info/authors/author/13/__text,info/authors/author/14/_pid,info/authors/author/14/__text,info/authors/author/15/_pid,info/authors/author/15/__text,info/authors/author/16/_pid,info/authors/author/16/__text,info/authors/author/17/_pid,info/authors/author/17/__text,info/authors/author/18/_pid,info/authors/author/18/__text,info/authors/author/19/_pid,info/authors/author/19/__text
12/1772,Mithun Chakraborty,136/8638,Erel Segal-Halevi,151/8696,Warut Suksompong,Weighted Fairness Notions for Indivisible Items Revisited.,AAAI,4949-4956,2022,Conference and Workshop Papers,closed,conf/aaai/ChakrabortySS22,https://ojs.aaai.org/index.php/AAAI/article/view/20425,https://dblp.org/rec/conf/aaai/ChakrabortySS22,URL#305287,1,305287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232/9816,Shao-Hung Chan,198/6422-1,Jiaoyang Li 0001,76/3059,Graeme Gange,Flex Distribution for Bounded-Suboptimal Multi-Agent Path Finding.,AAAI,9313-9322,2022,Conference and Workshop Papers,closed,conf/aaai/Chan0GHSK22,https://ojs.aaai.org/index.php/AAAI/article/view/21162,https://dblp.org/rec/conf/aaai/Chan0GHSK22,URL#305288,1,305288,83/8778,Daniel Harabor,s/PeterJStuckey,Peter J. Stuckey,k/SvenKoenig,Sven Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204/6710,Seunggyu Chang,119/1654,Jungchan Cho,17/3173,Songhwai Oh,Texture Generation Using Dual-Domain Feature Flow with Multi-View Hallucinations.,AAAI,203-211,2022,Conference and Workshop Papers,closed,conf/aaai/ChangCO22,https://ojs.aaai.org/index.php/AAAI/article/view/19895,https://dblp.org/rec/conf/aaai/ChangCO22,URL#305289,1,305289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278/8123,Joel Q. L. Chang,60/2327,Vincent Y. F. Tan,,,A Unifying Theory of Thompson Sampling for Continuous Risk-Averse Bandits.,AAAI,6159-6166,2022,Conference and Workshop Papers,closed,conf/aaai/ChangT22,https://ojs.aaai.org/index.php/AAAI/article/view/20564,https://dblp.org/rec/conf/aaai/ChangT22,URL#305290,1,305290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/1632,Georgia Channing,,,,,Spectral DefocusCam: Compressive Hyperspectral Imaging from Defocus Measurements.,AAAI,13128-13129,2022,Conference and Workshop Papers,closed,conf/aaai/Channing22,https://ojs.aaai.org/index.php/AAAI/article/view/21700,https://dblp.org/rec/conf/aaai/Channing22,URL#305291,1,305291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157/3700,Laurent Charette,21/10575,Lingyang Chu,193/0362,Yizhou Chen,Cosine Model Watermarking against Ensemble Distillation.,AAAI,9512-9520,2022,Conference and Workshop Papers,closed,conf/aaai/CharetteCCPWZ22,https://ojs.aaai.org/index.php/AAAI/article/view/21184,https://dblp.org/rec/conf/aaai/CharetteCCPWZ22,URL#305292,1,305292,p/JianPei,Jian Pei,79/10976,Lanjun Wang,66/4615-4,Yong Zhang 0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259/3132,Anamay Chaturvedi,96/366,Matthew Jones,62/3796,Huy Le Nguyen,Locally Private k-Means Clustering with Constant Multiplicative Approximation and Near-Optimal Additive Error.,AAAI,6167-6174,2022,Conference and Workshop Papers,closed,conf/aaai/ChaturvediJN22,https://ojs.aaai.org/index.php/AAAI/article/view/20565,https://dblp.org/rec/conf/aaai/ChaturvediJN22,URL#305293,1,305293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305/4530,Sapana Chaudhary,44/8356,Dileep M. Kalathil,,,Safe Online Convex Optimization with Unknown Linear Safety Constraints.,AAAI,6175-6182,2022,Conference and Workshop Papers,closed,conf/aaai/ChaudharyK22,https://ojs.aaai.org/index.php/AAAI/article/view/20566,https://dblp.org/rec/conf/aaai/ChaudharyK22,URL#305294,1,305294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67/5633,Jinghui Chen,96/3060-1,Yu Cheng 0001,41/7845,Zhe Gan,Efficient Robust Training via Backward Smoothing.,AAAI,6222-6230,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0GGL22,https://ojs.aaai.org/index.php/AAAI/article/view/20571,https://dblp.org/rec/conf/aaai/Chen0GGL22,URL#305295,1,305295,50/4597,Quanquan Gu,30/3008-1,Jingjing Liu 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/7450,Jinsong Chen,03/6451-1,Hu Han 0001,s/ShiguangShan,Shiguang Shan,Towards High-Fidelity Face Self-Occlusion Recovery via Multi-View Residual-Based GAN Inversion.,AAAI,294-302,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0S22,https://ojs.aaai.org/index.php/AAAI/article/view/19905,https://dblp.org/rec/conf/aaai/Chen0S22,URL#305296,1,305296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172/0982,Tianshui Chen,137/9982-2,Tao Pu 0002,126/4518,Hefeng Wu,Structured Semantic Transfer for Multi-Label Recognition with Partial Labels.,AAAI,339-346,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0W0L22,https://ojs.aaai.org/index.php/AAAI/article/view/19910,https://dblp.org/rec/conf/aaai/Chen0W0L22,URL#305297,1,305297,x/YuanXie4,Yuan Xie 0004,84/7019,Liang Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155/2863,Yuhan Chen,70/6748-1,Takashi Matsubara 0001,40/8408,Takaharu Yaguchi,KAM Theory Meets Statistical Learning Theory: Hamiltonian Neural Networks with Non-zero Training Loss.,AAAI,6322-6332,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0Y22,https://ojs.aaai.org/index.php/AAAI/article/view/20582,https://dblp.org/rec/conf/aaai/Chen0Y22,URL#305298,1,305298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40/993,Pengpeng Chen,21/1509-1,Hailong Sun 0001,23/10161,Yongqiang Yang,Adversarial Learning from Crowds.,AAAI,5304-5312,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0YC22,https://ojs.aaai.org/index.php/AAAI/article/view/20467,https://dblp.org/rec/conf/aaai/Chen0YC22,URL#305299,1,305299,00/5319,Zhijun Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274/6944,Ruoxin Chen,17/2703-2,Jie Li 0002,60/7949,Junchi Yan,Input-Specific Robustness Certification for Randomized Smoothing.,AAAI,6295-6303,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0YL022,https://ojs.aaai.org/index.php/AAAI/article/view/20579,https://dblp.org/rec/conf/aaai/Chen0YL022,URL#305300,1,305300,62/5860-16,Ping Li 0016,24/2408-1,Bin Sheng 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146/8170,Haoyu Chen,07/5751-5,Hao Tang 0005,152/9801,Zitong Yu,Geometry-Contrastive Transformer for Generalized 3D Pose Transfer.,AAAI,258-266,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0YSZ22,https://ojs.aaai.org/index.php/AAAI/article/view/19901,https://dblp.org/rec/conf/aaai/Chen0YSZ22,URL#305301,1,305301,20/3519,Nicu Sebe,35/814,Guoying Zhao 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305/0593,Xuanying Chen,195/4399-1,Zhining Liu 0001,70/5913,Li Yu,Imbalance-Aware Uplift Modeling for Observational Data.,AAAI,6313-6321,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0YY0DGZTG22,https://ojs.aaai.org/index.php/AAAI/article/view/20581,https://dblp.org/rec/conf/aaai/Chen0YY0DGZTG22,URL#305302,1,305302,219/1767,Liuyi Yao,203/4474,Wenpeng Zhang 0003,07/2924,Yi Dong,128/4619,Lihong Gu,76/5747,Xiaodong Zeng,272/9924,Yize Tan,251/9600,Jinjie Gu,,,,,,,,,,,,,,,,,,,,
89/5615,Bo Chen,05/3499-1,Jing Zhang 0001,60/7487,Xiaokang Zhang,CODE: Contrastive Pre-training with Adversarial Fine-Tuning for Zero-Shot Expert Linking.,AAAI,11846-11854,2022,Conference and Workshop Papers,closed,conf/aaai/Chen0ZTCC0Z022,https://ojs.aaai.org/index.php/AAAI/article/view/21441,https://dblp.org/rec/conf/aaai/Chen0ZTCC0Z022,URL#305303,1,305303,246/5460,Xiaobin Tang,251/8856,Lingfan Cai,52/4150-1,Hong Chen 0001,03/6827-1,Cuiping Li 0001,21/1048,Peng Zhang,t/JieTang,Jie Tang 0001,,,,,,,,,,,,,,,,,,,,,,
161/5246,Changyu Chen,305/7490,Avinandan Bose,85/796,Shih-Fen Cheng,Multiscale Generative Models: Improving Performance of a Generative Model Using Feedback from Other Dependent Generative Models.,AAAI,6193-6201,2022,Conference and Workshop Papers,closed,conf/aaai/ChenBCS22,https://ojs.aaai.org/index.php/AAAI/article/view/20568,https://dblp.org/rec/conf/aaai/ChenBCS22,URL#305304,1,305304,26/9089,Arunesh Sinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236/6076,Jiangjie Chen,249/9113,Qiaoben Bao,44/1920,Changzhi Sun,LOREN: Logic-Regularized Reasoning for Interpretable Fact Verification.,AAAI,10482-10491,2022,Conference and Workshop Papers,closed,conf/aaai/ChenBSZCZXL22,https://ojs.aaai.org/index.php/AAAI/article/view/21291,https://dblp.org/rec/conf/aaai/ChenBSZCZXL22,URL#305305,1,305305,198/5481,Xinbo Zhang,182/4496,Jiaze Chen,63/778-12,Hao Zhou 0012,96/999,Yanghua Xiao,13/7007-5,Lei Li 0005,,,,,,,,,,,,,,,,,,,,,,,,
67/1326,Yingjie Chen,192/2028,Diqi Chen,12/5838-4,Tao Wang 0004,Causal Intervention for Subject-Deconfounded Facial Action Unit Recognition.,AAAI,374-382,2022,Conference and Workshop Papers,closed,conf/aaai/ChenCWW022,https://ojs.aaai.org/index.php/AAAI/article/view/19914,https://dblp.org/rec/conf/aaai/ChenCWW022,URL#305306,1,305306,71/3387-1,Yizhou Wang 0001,83/2265,Yun Liang 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282/2550,Qingqiang Chen,98/7299,Fuyuan Cao,79/5063,Ying Xing,Instance Selection: A Bayesian Decision Theory Perspective.,AAAI,6287-6294,2022,Conference and Workshop Papers,closed,conf/aaai/ChenCXL22,https://ojs.aaai.org/index.php/AAAI/article/view/20578,https://dblp.org/rec/conf/aaai/ChenCXL22,URL#305307,1,305307,80/6535,Jiye Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48/6966,Wei-Ting Chen,171/6725,I-Hsiang Chen,130/1622,Chih-Yuan Yeh,SJDL-Vehicle: Semi-supervised Joint Defogging Learning for Foggy Vehicle Re-identification.,AAAI,347-355,2022,Conference and Workshop Papers,closed,conf/aaai/ChenCYYDK22,https://ojs.aaai.org/index.php/AAAI/article/view/19911,https://dblp.org/rec/conf/aaai/ChenCYYDK22,URL#305308,1,305308,236/4956,Hao-Hsiang Yang,96/5038,Jian-Jiun Ding,57/264,Sy-Yen Kuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65/4423,Chen Chen,06/4240-13,Zhe Chen 0013,05/3499-37,Jing Zhang 0037,SASA: Semantics-Augmented Set Abstraction for Point-Based 3D Object Detection.,AAAI,221-229,2022,Conference and Workshop Papers,closed,conf/aaai/ChenCZT22,https://ojs.aaai.org/index.php/AAAI/article/view/19897,https://dblp.org/rec/conf/aaai/ChenCZT22,URL#305309,1,305309,46/3391,Dacheng Tao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/5394,Liang Chen,228/5951,Qianjin Du,198/0427,Yihang Lou,Mutual Nearest Neighbor Contrast and Hybrid Prototype Self-Training for Universal Domain Adaptation.,AAAI,6248-6257,2022,Conference and Workshop Papers,closed,conf/aaai/ChenDLHBD22,https://ojs.aaai.org/index.php/AAAI/article/view/20574,https://dblp.org/rec/conf/aaai/ChenDLHBD22,URL#305310,1,305310,236/6047,Jianzhong He,87/2834,Tao Bai,33/5820,Minghua Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138/3964,Mingcai Chen,231/8856-1,Yuntao Du 0001,64/6544-73,Yi Zhang 0073,Semi-supervised Learning with Multi-Head Co-Training.,AAAI,6278-6286,2022,Conference and Workshop Papers,closed,conf/aaai/ChenDZQW22,https://ojs.aaai.org/index.php/AAAI/article/view/20577,https://dblp.org/rec/conf/aaai/ChenDZQW22,URL#305311,1,305311,297/3399,Shuwei Qian,07/146,Chongjun Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/414,Di Chen,200/8007,Andreas Doering,34/3535,Shanshan Zhang,Keypoint Message Passing for Video-Based Person Re-identification.,AAAI,239-247,2022,Conference and Workshop Papers,closed,conf/aaai/ChenDZYGS22,https://ojs.aaai.org/index.php/AAAI/article/view/19899,https://dblp.org/rec/conf/aaai/ChenDZYGS22,URL#305312,1,305312,y/JianYang3,Jian Yang 0003,13/6920,Juergen Gall,s/BerntSchiele,Bernt Schiele,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314/6003,Guanzheng Chen,251/9517,Jinyuan Fang,185/0748,Zaiqiao Meng,Multi-Relational Graph Representation Learning with Bayesian Gaussian Process Network.,AAAI,5530-5538,2022,Conference and Workshop Papers,closed,conf/aaai/ChenFMZL22,https://ojs.aaai.org/index.php/AAAI/article/view/20492,https://dblp.org/rec/conf/aaai/ChenFMZL22,URL#305313,1,305313,72/3527-26,Qiang Zhang 0026,57/7731,Shangsong Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95/10696,Zeming Chen,290/7522,Qiyue Gao,,,Probing Linguistic Information for Logical Inference in Pre-trained Language Models.,AAAI,10509-10517,2022,Conference and Workshop Papers,closed,conf/aaai/ChenG22,https://ojs.aaai.org/index.php/AAAI/article/view/21294,https://dblp.org/rec/conf/aaai/ChenG22,URL#305314,1,305314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236/6076,Jiangjie Chen,161/0357,Chun Gan,160/7320,Sijie Cheng,Unsupervised Editing for Counterfactual Stories.,AAAI,10473-10481,2022,Conference and Workshop Papers,closed,conf/aaai/ChenGC0XL22,https://ojs.aaai.org/index.php/AAAI/article/view/21290,https://dblp.org/rec/conf/aaai/ChenGC0XL22,URL#305315,1,305315,63/778-12,Hao Zhou 0012,96/999,Yanghua Xiao,13/7007-5,Lei Li 0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221/3320,Yuzhou Chen,18/1090,Yulia R. Gel,p/HVincentPoor,H. Vincent Poor,BScNets: Block Simplicial Complex Neural Networks.,AAAI,6333-6341,2022,Conference and Workshop Papers,closed,conf/aaai/ChenGP22,https://ojs.aaai.org/index.php/AAAI/article/view/20583,https://dblp.org/rec/conf/aaai/ChenGP22,URL#305316,1,305316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172/5465,Xuelu Chen,180/5436,Ziniu Hu,37/3868,Yizhou Sun,Fuzzy Logic Based Logical Query Answering on Knowledge Graphs.,AAAI,3939-3948,2022,Conference and Workshop Papers,closed,conf/aaai/ChenHS22,https://ojs.aaai.org/index.php/AAAI/article/view/20310,https://dblp.org/rec/conf/aaai/ChenHS22,URL#305317,1,305317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/5521,Ying Chen,314/5945,Dihe Huang,63/5920,Shang Xu,Guide Local Feature Matching by Overlap Estimation.,AAAI,365-373,2022,Conference and Workshop Papers,closed,conf/aaai/ChenHXLL22,https://ojs.aaai.org/index.php/AAAI/article/view/19913,https://dblp.org/rec/conf/aaai/ChenHXLL22,URL#305318,1,305318,54/8199,Jianlin Liu,29/4867,Yong Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55/6253,Bing Chen,208/1920,Mazharul Islam,293/9888,Jisuo Gao,Deconvolutional Density Network: Modeling Free-Form Conditional Distributions.,AAAI,6183-6192,2022,Conference and Workshop Papers,closed,conf/aaai/ChenIGW22,https://ojs.aaai.org/index.php/AAAI/article/view/20567,https://dblp.org/rec/conf/aaai/ChenIGW22,URL#305319,1,305319,17/6729,Lin Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211/8250,Liangming Chen,70/4150,Long Jin,97/7820-1,Mingsheng Shang 0001,Zero Stability Well Predicts Performance of Convolutional Neural Networks.,AAAI,6268-6277,2022,Conference and Workshop Papers,closed,conf/aaai/ChenJ022,https://ojs.aaai.org/index.php/AAAI/article/view/20576,https://dblp.org/rec/conf/aaai/ChenJ022,URL#305320,1,305320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194/1601,Hanjie Chen,94/8323,Yangfeng Ji,,,Adversarial Training for Improving Model Robustness? Look at Both Prediction and Interpretation.,AAAI,10463-10472,2022,Conference and Workshop Papers,closed,conf/aaai/ChenJ22,https://ojs.aaai.org/index.php/AAAI/article/view/21289,https://dblp.org/rec/conf/aaai/ChenJ22,URL#305321,1,305321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/5287-9,Jin Chen 0009,66/3465,Xiaofeng Ji,67/3509,Xinxiao Wu,Adaptive Image-to-Video Scene Graph Generation via Knowledge Reasoning and Adversarial Learning.,AAAI,276-284,2022,Conference and Workshop Papers,closed,conf/aaai/ChenJW22,https://ojs.aaai.org/index.php/AAAI/article/view/19903,https://dblp.org/rec/conf/aaai/ChenJW22,URL#305322,1,305322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249/9295,Irene Y. Chen,172/0880,Rahul G. Krishnan,12/673,David A. Sontag,Clustering Interval-Censored Time-Series for Disease Phenotyping.,AAAI,6211-6221,2022,Conference and Workshop Papers,closed,conf/aaai/ChenKS22,https://ojs.aaai.org/index.php/AAAI/article/view/20570,https://dblp.org/rec/conf/aaai/ChenKS22,URL#305323,1,305323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/3331,Junying Chen,98/6118,Dongfang Li,15/1052,Qingcai Chen,Diaformer: Automatic Diagnosis via Symptoms Sequence Generation.,AAAI,4432-4440,2022,Conference and Workshop Papers,closed,conf/aaai/ChenLCZL22,https://ojs.aaai.org/index.php/AAAI/article/view/20365,https://dblp.org/rec/conf/aaai/ChenLCZL22,URL#305324,1,305324,280/0650,Wenxiu Zhou,76/1820,Xin Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/5394,Liang Chen,198/0427,Yihang Lou,236/6047,Jianzhong He,Evidential Neighborhood Contrastive Learning for Universal Domain Adaptation.,AAAI,6258-6267,2022,Conference and Workshop Papers,closed,conf/aaai/ChenLHBD22,https://ojs.aaai.org/index.php/AAAI/article/view/20575,https://dblp.org/rec/conf/aaai/ChenLHBD22,URL#305325,1,305325,87/2834,Tao Bai,33/5820,Minghua Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249/3929,Jintai Chen,308/2579,Kuanlun Liao,167/0275,Yao Wan 0001,DANets: Deep Abstract Networks for Tabular Data Classification and Regression.,AAAI,3930-3938,2022,Conference and Workshop Papers,closed,conf/aaai/ChenLWCW22,https://ojs.aaai.org/index.php/AAAI/article/view/20309,https://dblp.org/rec/conf/aaai/ChenLWCW22,URL#305326,1,305326,c/DannyZChen,Danny Z. Chen,96/2744-1,Jian Wu 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196/5836,Jiaming Chen,160/2214,Weixin Luo,10/4661,Wei Zhang,Explore Inter-contrast between Videos via Composition for Weakly Supervised Temporal Sentence Grounding.,AAAI,267-275,2022,Conference and Workshop Papers,closed,conf/aaai/ChenLZM22,https://ojs.aaai.org/index.php/AAAI/article/view/19902,https://dblp.org/rec/conf/aaai/ChenLZM22,URL#305327,1,305327,74/3608,Lin Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221/3320,Yuzhou Chen,199/3927,Yuliya Marchetti,123/6103,Elena Sizikova,TCN: Pioneering Topological-Based Convolutional Networks for Planetary Terrain Learning.,AAAI,12468-12474,2022,Conference and Workshop Papers,closed,conf/aaai/ChenMSG22,https://ojs.aaai.org/index.php/AAAI/article/view/21514,https://dblp.org/rec/conf/aaai/ChenMSG22,URL#305328,1,305328,18/1090,Yulia R. Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135/5622,Nuo Chen,239/5572,Linjun Shou,34/4521,Ming Gong,From Good to Best: Two-Stage Training for Cross-Lingual Machine Reading Comprehension.,AAAI,10501-10508,2022,Conference and Workshop Papers,closed,conf/aaai/ChenSGP22,https://ojs.aaai.org/index.php/AAAI/article/view/21293,https://dblp.org/rec/conf/aaai/ChenSGP22,URL#305329,1,305329,p/JianPei,Jian Pei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284/0806,Yuanhong Chen,15/4658,Yu Tian,07/11150,Guansong Pang,Deep One-Class Classification via Interpolated Gaussian Descriptor.,AAAI,383-392,2022,Conference and Workshop Papers,closed,conf/aaai/ChenTPC22,https://ojs.aaai.org/index.php/AAAI/article/view/19915,https://dblp.org/rec/conf/aaai/ChenTPC22,URL#305330,1,305330,53/3609,Gustavo Carneiro 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317/0471,Jinze Chen,w/YangWang15,Yang Wang 0015,25/7045-10,Yang Cao 0010,ProgressiveMotionSeg: Mutually Reinforced Framework for Event-Based Motion Segmentation.,AAAI,303-311,2022,Conference and Workshop Papers,closed,conf/aaai/ChenW00Z22,https://ojs.aaai.org/index.php/AAAI/article/view/19906,https://dblp.org/rec/conf/aaai/ChenW00Z22,URL#305331,1,305331,25/3972-1,Feng Wu 0001,23/1818,Zheng-Jun Zha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181/2839,Kai Chen,61/7895,Zhipeng Wei,279/3526,Jingjing Chen,Attacking Video Recognition Models with Bullet-Screen Comments.,AAAI,312-320,2022,Conference and Workshop Papers,closed,conf/aaai/ChenWCWJ22,https://ojs.aaai.org/index.php/AAAI/article/view/19907,https://dblp.org/rec/conf/aaai/ChenWCWJ22,URL#305332,1,305332,150/8447,Zuxuan Wu,24/5818,Yu-Gang Jiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222/7886,Jiejiang Chen,122/9193,Yiyuan Wang,45/8399,Shaowei Cai 0001,NukCP: An Improved Local Search Algorithm for Maximum k-Club Problem.,AAAI,10146-10155,2022,Conference and Workshop Papers,closed,conf/aaai/ChenWCYZW22,https://ojs.aaai.org/index.php/AAAI/article/view/21254,https://dblp.org/rec/conf/aaai/ChenWCYZW22,URL#305333,1,305333,13/3656,Minghao Yin,209/8098,Yupeng Zhou,155/6649,Jieyu Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87/5992,Zhiwei Chen,228/8302,Changan Wang,173/6300,Yabiao Wang,LCTR: On Awakening the Local Continuity of Transformer for Weakly Supervised Object Localization.,AAAI,410-418,2022,Conference and Workshop Papers,closed,conf/aaai/ChenWWJSTWZC22,https://ojs.aaai.org/index.php/AAAI/article/view/19918,https://dblp.org/rec/conf/aaai/ChenWWJSTWZC22,URL#305334,1,305334,135/6446,Guannan Jiang,146/1800,Yunhang Shen,158/1384,Ying Tai,142/0008,Chengjie Wang,10/4661-217,Wei Zhang 0217,85/8842,Liujuan Cao,,,,,,,,,,,,,,,,,,,,,,
06/4240,Zhe Chen,122/3593,Wenhai Wang,218/5441,Enze Xie,Towards Ultra-Resolution Neural Style Transfer via Thumbnail Instance Normalization.,AAAI,393-400,2022,Conference and Workshop Papers,closed,conf/aaai/ChenWXLL22,https://ojs.aaai.org/index.php/AAAI/article/view/19916,https://dblp.org/rec/conf/aaai/ChenWXLL22,URL#305335,1,305335,33/4058,Tong Lu,54/4989-2,Ping Luo 0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/2661,Minghui Chen,62/7258,Cheng Wen,39/800,Feng Zheng,VITA: A Multi-Source Vicinal Transfer Augmentation Method for Out-of-Distribution Generalization.,AAAI,321-329,2022,Conference and Workshop Papers,closed,conf/aaai/ChenWZH022,https://ojs.aaai.org/index.php/AAAI/article/view/19908,https://dblp.org/rec/conf/aaai/ChenWZH022,URL#305336,1,305336,225/4682,Fengxiang He,75/1281,Ling Shao 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72/3514,Junpu Chen,39/3657,Hong Xie,,,An Online Learning Approach to Sequential User-Centric Selection Problems.,AAAI,6231-6238,2022,Conference and Workshop Papers,closed,conf/aaai/ChenX22,https://ojs.aaai.org/index.php/AAAI/article/view/20572,https://dblp.org/rec/conf/aaai/ChenX22,URL#305337,1,305337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248/5596,Chengwei Chen,157/8128-6,Yuan Xie 0006,183/0917,Shaohui Lin,Comprehensive Regularization in a Bi-directional Predictive Network for Video Anomaly Detection.,AAAI,230-238,2022,Conference and Workshop Papers,closed,conf/aaai/ChenXLYJZQQRM22,https://ojs.aaai.org/index.php/AAAI/article/view/19898,https://dblp.org/rec/conf/aaai/ChenXLYJZQQRM22,URL#305338,1,305338,64/8484,Angela Yao,135/6446,Guannan Jiang,10/4661-217,Wei Zhang 0217,03/3500,Yanyun Qu,161/9907,Ruizhi Qiao,07/1796-2,Bo Ren 0002,10/4950,Lizhuang Ma,,,,,,,,,,,,,,,,,,,,
17/7724,Zhengming Chen,11/4605-2,Feng Xie 0002,00/7723,Jie Qiao,Identification of Linear Latent Variable Model with Arbitrary Distribution.,AAAI,6350-6357,2022,Conference and Workshop Papers,closed,conf/aaai/ChenXQH0C22,https://ojs.aaai.org/index.php/AAAI/article/view/20585,https://dblp.org/rec/conf/aaai/ChenXQH0C22,URL#305339,1,305339,94/6214,Zhifeng Hao,96/3115-1,Kun Zhang 0001,09/6889,Ruichu Cai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125/2304,Fangdong Chen,303/0548,Yumeng Xu,58/6810,Li Wang,Two-Stage Octave Residual Network for End-to-End Image Compression.,AAAI,3922-3929,2022,Conference and Workshop Papers,closed,conf/aaai/ChenXW22,https://ojs.aaai.org/index.php/AAAI/article/view/20308,https://dblp.org/rec/conf/aaai/ChenXW22,URL#305340,1,305340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233/5857,Jingye Chen,90/6643,Haiyang Yu,188/1218,Jianqi Ma,Text Gestalt: Stroke-Aware Scene Text Image Super-resolution.,AAAI,285-293,2022,Conference and Workshop Papers,closed,conf/aaai/ChenYMLX22,https://ojs.aaai.org/index.php/AAAI/article/view/19904,https://dblp.org/rec/conf/aaai/ChenYMLX22,URL#305341,1,305341,89/6764-15,Bin Li 0015,84/3791,Xiangyang Xue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
