info/authors/author/0/_pid,info/authors/author/0/__text,info/authors/author/1/_pid,info/authors/author/1/__text,info/authors/author/2/_pid,info/authors/author/2/__text,info/title,info/venue,info/pages,info/year,info/type,info/access,info/key,info/ee,info/url,url,_score,_id,info/authors/author/3/_pid,info/authors/author/3/__text,info/authors/author/4/_pid,info/authors/author/4/__text,info/authors/author/5/_pid,info/authors/author/5/__text,info/authors/author/6/_pid,info/authors/author/6/__text,info/authors/author/7/_pid,info/authors/author/7/__text,info/authors/author/8/_pid,info/authors/author/8/__text,info/authors/author/9/_pid,info/authors/author/9/__text,info/authors/author/10/_pid,info/authors/author/10/__text,info/authors/author/11/_pid,info/authors/author/11/__text,info/authors/author/12/_pid,info/authors/author/12/__text,info/authors/author/13/_pid,info/authors/author/13/__text,info/authors/author/14/_pid,info/authors/author/14/__text,info/authors/author/15/_pid,info/authors/author/15/__text,info/authors/author/16/_pid,info/authors/author/16/__text,info/authors/author/17/_pid,info/authors/author/17/__text,info/authors/author/18/_pid,info/authors/author/18/__text,info/authors/author/19/_pid,info/authors/author/19/__text
05/1539,Zhi Chen,29/3081,Fan Yang,73/188,Wenbing Tao,DeTarNet: Decoupling Translation and Rotation by Siamese Network for Point Cloud Registration.,AAAI,401-409,2022,Conference and Workshop Papers,closed,conf/aaai/ChenYT22,https://ojs.aaai.org/index.php/AAAI/article/view/19917,https://dblp.org/rec/conf/aaai/ChenYT22,URL#305342,1,305342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275/8971,Zekai Chen,49/4478-15,Xiao Zhang 0015,c/XiuzhenCheng,Xiuzhen Cheng 0001,ASM2TV: An Adaptive Semi-supervised Multi-Task Multi-View Learning Framework for Human Activity Recognition.,AAAI,6342-6349,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZ022,https://ojs.aaai.org/index.php/AAAI/article/view/20584,https://dblp.org/rec/conf/aaai/ChenZ022,URL#305343,1,305343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309/6913,Wenxue Chen,10/4016,Jianke Zhu,,,Multimodal Adversarially Learned Inference with Factorized Discriminators.,AAAI,6304-6312,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20580,https://dblp.org/rec/conf/aaai/ChenZ22,URL#305344,1,305344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/217-15,Cheng Chen 0015,290/8007,Canzhe Zhao,57/2281,Shuai Li,Simultaneously Learning Stochastic and Adversarial Bandits under the Position-Based Model.,AAAI,6202-6210,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZL22,https://ojs.aaai.org/index.php/AAAI/article/view/20569,https://dblp.org/rec/conf/aaai/ChenZL22,URL#305345,1,305345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248/8207,Junfan Chen,61/1229,Richong Zhang,86/2933,Yongyi Mao,ContrastNet: A Contrastive Learning Framework for Few-Shot Text Classification.,AAAI,10492-10500,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZM022,https://ojs.aaai.org/index.php/AAAI/article/view/21292,https://dblp.org/rec/conf/aaai/ChenZM022,URL#305346,1,305346,37/5126-7,Jie Xu 0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/858,Guo Chen,249/8371,Yin-Dong Zheng,68/6610-2,Limin Wang 0002,DCAN: Improving Temporal Action Detection via Dual Context Aggregation.,AAAI,248-257,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZWL22,https://ojs.aaai.org/index.php/AAAI/article/view/19900,https://dblp.org/rec/conf/aaai/ChenZWL22,URL#305347,1,305347,33/4058,Tong Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/3081,Xiaohua Chen,146/8406,Yucan Zhou,200/3052,Dayan Wu,Imagine by Reasoning: A Reasoning-Based Implicit Semantic Data Augmentation for Long-Tailed Classification.,AAAI,356-364,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZWZ00022,https://ojs.aaai.org/index.php/AAAI/article/view/19912,https://dblp.org/rec/conf/aaai/ChenZWZ00022,URL#305348,1,305348,226/6532,Wanqian Zhang,36/2728-15,Yu Zhou 0015,50/3402-63,Bo Li 0063,72/4134-5,Weiping Wang 0005,,,,,,,,,,,,,,,,,,,,,,,,,,
66/3019,Chao Chen,142/8486,Yibing Zhan,178/8725,Baosheng Yu,Resistance Training Using Prior Bias: Toward Unbiased Scene Graph Generation.,AAAI,212-220,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZYLL022,https://ojs.aaai.org/index.php/AAAI/article/view/19896,https://dblp.org/rec/conf/aaai/ChenZYLL022,URL#305349,1,305349,74/7037-14,Liu Liu 0014,57/5272,Yong Luo,70/6443-1,Bo Du 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77/3372,Ruibin Chen,60/7041,Miao Zhang,13/6922,Xin Zheng,Thrifty Neural Architecture Search for Medical Image Segmentation (Student Abstract).,AAAI,12925-12926,2022,Conference and Workshop Papers,closed,conf/aaai/ChenZZP22,https://ojs.aaai.org/index.php/AAAI/article/view/21599,https://dblp.org/rec/conf/aaai/ChenZZP22,URL#305350,1,305350,91/8171,Shirui Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226/4171,Yihua Cheng,288/1512,Yiwei Bao,97/6483-5,Feng Lu 0005,PureGaze: Purifying Gaze Feature for Generalizable Gaze Estimation.,AAAI,436-443,2022,Conference and Workshop Papers,closed,conf/aaai/ChengB022,https://ojs.aaai.org/index.php/AAAI/article/view/19921,https://dblp.org/rec/conf/aaai/ChengB022,URL#305351,1,305351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251/3329,Anda Cheng,118/4638,Jiaxing Wang,239/4879,Xi Sheryl Zhang,DPNAS: Neural Architecture Search for Deep Learning with Differential Privacy.,AAAI,6358-6366,2022,Conference and Workshop Papers,closed,conf/aaai/ChengWZCW022,https://ojs.aaai.org/index.php/AAAI/article/view/20586,https://dblp.org/rec/conf/aaai/ChengWZCW022,URL#305352,1,305352,62/2719,Qiang Chen,187/5474,Peisong Wang,14/6145-1,Jian Cheng 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/6145-6,Jian Cheng 0006,317/4922,Yanguang Wan,290/3831,Dexin Zuo,Efficient Virtual View Selection for 3D Hand Pose Estimation.,AAAI,419-426,2022,Conference and Workshop Papers,closed,conf/aaai/ChengWZMGTW0022,https://ojs.aaai.org/index.php/AAAI/article/view/19919,https://dblp.org/rec/conf/aaai/ChengWZMGTW0022,URL#305353,1,305353,55/7026,Cuixia Ma,35/6924,Jian Gu,61/6118,Ping Tan,09/3064,Hongan Wang,96/2411-1,Xiaoming Deng 0001,135/4896-1,Yinda Zhang 0001,,,,,,,,,,,,,,,,,,,,,,
264/7281,Ta Ying Cheng,309/6664,Hsuan-Ru Yang,t/NikiTrigoni,Niki Trigoni,Pose Adaptive Dual Mixup for Few-Shot Single-View 3D Reconstruction.,AAAI,427-435,2022,Conference and Workshop Papers,closed,conf/aaai/ChengYTCL22,https://ojs.aaai.org/index.php/AAAI/article/view/19920,https://dblp.org/rec/conf/aaai/ChengYTCL22,URL#305354,1,305354,74/2341,Hwann-Tzong Chen,68/2368,Tyng-Luh Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/1807,Zhangtao Cheng,73/9481,Ting Zhong,88/2172,Kunpeng Zhang,Learning Contrastive Multi-View Graphs for Recommendation (Student Abstract).,AAAI,12927-12928,2022,Conference and Workshop Papers,closed,conf/aaai/ChengZZW022,https://ojs.aaai.org/index.php/AAAI/article/view/21600,https://dblp.org/rec/conf/aaai/ChengZZW022,URL#305355,1,305355,266/8466,Joojo Walker,63/3122-2,Fan Zhou 0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44/7734,Anoop Cherian,20/749,Chiori Hori,62/4853,Tim K. Marks,(2.5+1)D Spatio-Temporal Scene Graphs for Video Question Answering.,AAAI,444-453,2022,Conference and Workshop Papers,closed,conf/aaai/CherianHMR22,https://ojs.aaai.org/index.php/AAAI/article/view/19922,https://dblp.org/rec/conf/aaai/CherianHMR22,URL#305356,1,305356,36/4575,Jonathan Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276/0431,David Cheng-Han Chiang,81/8056,Hung-Yi Lee,,,On the Transferability of Pre-trained Language Models: A Study from Artificial Datasets.,AAAI,10518-10525,2022,Conference and Workshop Papers,closed,conf/aaai/ChiangL22,https://ojs.aaai.org/index.php/AAAI/article/view/21295,https://dblp.org/rec/conf/aaai/ChiangL22,URL#305357,1,305357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319/6997,Francesco Chiariello,05/801,Fabrizio Maria Maggi,79/782,Fabio Patrizi,ASP-Based Declarative Process Mining.,AAAI,5539-5547,2022,Conference and Workshop Papers,closed,conf/aaai/ChiarielloMP22,https://ojs.aaai.org/index.php/AAAI/article/view/20493,https://dblp.org/rec/conf/aaai/ChiarielloMP22,URL#305358,1,305358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323/9541,Hoonhee Cho,42/5677,Kuk-Jin Yoon,,,Event-Image Fusion Stereo Using Cross-Modality Feature Propagation.,AAAI,454-462,2022,Conference and Workshop Papers,closed,conf/aaai/ChoY22,https://ojs.aaai.org/index.php/AAAI/article/view/19923,https://dblp.org/rec/conf/aaai/ChoY22,URL#305359,1,305359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c/HanaChockler,Hana Chockler,h/JosephYHalpern,Joseph Y. Halpern,,,On Testing for Discrimination Using Causal Models.,AAAI,5548-5555,2022,Conference and Workshop Papers,closed,conf/aaai/ChocklerH22,https://ojs.aaai.org/index.php/AAAI/article/view/20494,https://dblp.org/rec/conf/aaai/ChocklerH22,URL#305360,1,305360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308/6399,Daegeun Choe,245/4154,Youngbak Jo,245/4441,Shindong Kang,UCSM-DNN: User and Card Style Modeling with Deep Neural Networks for Personalized Game AI.,AAAI,13158-13160,2022,Conference and Workshop Papers,closed,conf/aaai/ChoeJKAO22,https://ojs.aaai.org/index.php/AAAI/article/view/21713,https://dblp.org/rec/conf/aaai/ChoeJKAO22,URL#305361,1,305361,79/9307,Shounan An,211/1247,Insoo Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218/7548,Seungtaek Choi,277/3782,Myeongho Jeong,254/8084,Hojae Han,C2L: Causally Contrastive Learning for Robust Text Classification.,AAAI,10526-10534,2022,Conference and Workshop Papers,closed,conf/aaai/ChoiJHH22,https://ojs.aaai.org/index.php/AAAI/article/view/21296,https://dblp.org/rec/conf/aaai/ChoiJHH22,URL#305362,1,305362,h/SeungwonHwang,Seung-won Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63/11483,Jaewoong Choi,207/9644,Dae Ha Kim,66/5310,Byung Cheol Song,Style-Guided and Disentangled Representation for Robust Image-to-Image Translation.,AAAI,463-471,2022,Conference and Workshop Papers,closed,conf/aaai/ChoiKS22,https://ojs.aaai.org/index.php/AAAI/article/view/19924,https://dblp.org/rec/conf/aaai/ChoiKS22,URL#305363,1,305363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249/1842,Arjun Choudhry,324/1001,Inder Khatri,234/1836,Minni Jain,An Emotion-Based Multi-Task Approach to Fake News Detection (Student Abstract).,AAAI,12929-12930,2022,Conference and Workshop Papers,closed,conf/aaai/ChoudhryKJ22,https://ojs.aaai.org/index.php/AAAI/article/view/21601,https://dblp.org/rec/conf/aaai/ChoudhryKJ22,URL#305364,1,305364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195/8152,Sayak Ray Chowdhury,07/10352-1,Xingyu Zhou 0001,,,Differentially Private Regret Minimization in Episodic Markov Decision Processes.,AAAI,6375-6383,2022,Conference and Workshop Papers,closed,conf/aaai/Chowdhury022,https://ojs.aaai.org/index.php/AAAI/article/view/20588,https://dblp.org/rec/conf/aaai/Chowdhury022,URL#305365,1,305365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240/9330,Jishnu Ray Chowdhury,86/5115,Yong Zhuang,37/8840,Shuyi Wang,Novelty Controlled Paraphrase Generation with Retrieval Augmented Conditional Prompt Tuning.,AAAI,10535-10544,2022,Conference and Workshop Papers,closed,conf/aaai/ChowdhuryZW22,https://ojs.aaai.org/index.php/AAAI/article/view/21297,https://dblp.org/rec/conf/aaai/ChowdhuryZW22,URL#305366,1,305366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52/604,Lukás Chrpa,201/8839,Pavel Rytír,38/3254,Rostislav Horcík,Competing for Resources: Estimating Adversary Strategy for Effective Plan Generation.,AAAI,9707-9715,2022,Conference and Workshop Papers,closed,conf/aaai/ChrpaRHE22,https://ojs.aaai.org/index.php/AAAI/article/view/21205,https://dblp.org/rec/conf/aaai/ChrpaRHE22,URL#305367,1,305367,98/3919,Stefan Edelkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290/1612,George Chrysostomou,118/9116,Nikolaos Aletras,,,Flexible Instance-Specific Rationalization of NLP Models.,AAAI,10545-10553,2022,Conference and Workshop Papers,closed,conf/aaai/ChrysostomouA22,https://ojs.aaai.org/index.php/AAAI/article/view/21298,https://dblp.org/rec/conf/aaai/ChrysostomouA22,URL#305368,1,305368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228/0445,Tong Chu,216/3536,Yahao Liu,260/0959,Jinhong Deng,Denoised Maximum Classifier Discrepancy for Source-Free Unsupervised Domain Adaptation.,AAAI,472-480,2022,Conference and Workshop Papers,closed,conf/aaai/ChuLD0D22,https://ojs.aaai.org/index.php/AAAI/article/view/19925,https://dblp.org/rec/conf/aaai/ChuLD0D22,URL#305369,1,305369,06/721-1,Wen Li 0001,54/7057,Lixin Duan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274/1299,Stephen Chung,,,,,Learning by Competition of Self-Interested Reinforcement Learning Agents.,AAAI,6384-6393,2022,Conference and Workshop Papers,closed,conf/aaai/Chung22,https://ojs.aaai.org/index.php/AAAI/article/view/20589,https://dblp.org/rec/conf/aaai/Chung22,URL#305370,1,305370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200/8761,Gianluca Cima,116/1425,Marco Console,l/MLenzerini,Maurizio Lenzerini,Monotone Abstractions in Ontology-Based Data Management.,AAAI,5556-5563,2022,Conference and Workshop Papers,closed,conf/aaai/CimaCLP22,https://ojs.aaai.org/index.php/AAAI/article/view/20495,https://dblp.org/rec/conf/aaai/CimaCLP22,URL#305371,1,305371,03/4524,Antonella Poggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288/0091,Alexandru Cioba,281/6849,Michael Bromberg,75/5723,Qian Wang,How to Distribute Data across Tasks for Meta-Learning?,AAAI,6394-6401,2022,Conference and Workshop Papers,closed,conf/aaai/CiobaBWNBGSB22,https://ojs.aaai.org/index.php/AAAI/article/view/20590,https://dblp.org/rec/conf/aaai/CiobaBWNBGSB22,URL#305372,1,305372,288/0070,Ritwik Niyogi,287/8984,Georgios Batzolis,281/6626,Jezabel R. Garcia,95/2355,Da-Shan Shiu,68/9669,Alberto Bernacchia,,,,,,,,,,,,,,,,,,,,,,,,
324/0826,Hannah M. Claus,,,,,The Importance of Hyperparameter Optimisation for Facial Recognition Applications.,AAAI,13130-13131,2022,Conference and Workshop Papers,closed,conf/aaai/Claus22,https://ojs.aaai.org/index.php/AAAI/article/view/21701,https://dblp.org/rec/conf/aaai/Claus22,URL#305373,1,305373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222/2765,Joseph Clements,135/9289,Yingjie Lao,,,DeepHardMark: Towards Watermarking Neural Network Hardware.,AAAI,4450-4458,2022,Conference and Workshop Papers,closed,conf/aaai/ClementsL22,https://ojs.aaai.org/index.php/AAAI/article/view/20367,https://dblp.org/rec/conf/aaai/ClementsL22,URL#305374,1,305374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222/1849,Cody Coleman,180/5365,Edward Chou,183/9886,Julian Katz-Samuels,Similarity Search for Efficient Active Learning and Search of Rare Concepts.,AAAI,6402-6410,2022,Conference and Workshop Papers,closed,conf/aaai/ColemanCKCBBNSZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20591,https://dblp.org/rec/conf/aaai/ColemanCKCBBNSZ22,URL#305375,1,305375,268/7978,Sean Culatana,47/8816,Peter Bailis,73/2348,Alexander C. Berg,n/RobertDNowak,Robert D. Nowak,116/5160,Roshan Sumbaly,36/2133,Matei Zaharia,91/8461,I. Zeki Yalniz,,,,,,,,,,,,,,,,,,,,
249/1786,Alexis de Colnet,79/9794,Stefan Mengel,,,Lower Bounds on Intermediate Results in Bottom-Up Knowledge Compilation.,AAAI,5564-5572,2022,Conference and Workshop Papers,closed,conf/aaai/ColnetM22,https://ojs.aaai.org/index.php/AAAI/article/view/20496,https://dblp.org/rec/conf/aaai/ColnetM22,URL#305376,1,305376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229/3167,Pierre Jean A. Colombo,50/2768,Chloé Clavel,44/1416,Pablo Piantanida,InfoLM: A New Metric to Evaluate Summarization & Data2Text Generation.,AAAI,10554-10562,2022,Conference and Workshop Papers,closed,conf/aaai/ColomboCP22,https://ojs.aaai.org/index.php/AAAI/article/view/21299,https://dblp.org/rec/conf/aaai/ColomboCP22,URL#305377,1,305377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254/1000,Marcos V. Conde,157/3616,Steven McDonagh,117/6387,Matteo Maggioni,Model-Based Image Signal Processors via Learnable Dictionaries.,AAAI,481-489,2022,Conference and Workshop Papers,closed,conf/aaai/CondeMMLP22,https://ojs.aaai.org/index.php/AAAI/article/view/19926,https://dblp.org/rec/conf/aaai/CondeMMLP22,URL#305378,1,305378,l/AlesLeonardis,Ales Leonardis,141/9842,Eduardo Pérez-Pellitero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c/VincentConitzer,Vincent Conitzer,81/6547,Debmalya Panigrahi,168/8847,Hanrui Zhang,Learning Influence Adoption in Heterogeneous Networks.,AAAI,6411-6419,2022,Conference and Workshop Papers,closed,conf/aaai/ConitzerPZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20592,https://dblp.org/rec/conf/aaai/ConitzerPZ22,URL#305379,1,305379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272/0932,Thilini Cooray,82/3605,Ngai-Man Cheung,,,Graph-Wise Common Latent Factor Extraction for Unsupervised Graph Representation Learning.,AAAI,6420-6428,2022,Conference and Workshop Papers,closed,conf/aaai/CoorayC22,https://ojs.aaai.org/index.php/AAAI/article/view/20593,https://dblp.org/rec/conf/aaai/CoorayC22,URL#305380,1,305380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/0569,Jan Corazza,167/4597,Ivan Gavran,47/6419,Daniel Neider,Reinforcement Learning with Stochastic Reward Machines.,AAAI,6429-6436,2022,Conference and Workshop Papers,closed,conf/aaai/CorazzaGN22,https://ojs.aaai.org/index.php/AAAI/article/view/20594,https://dblp.org/rec/conf/aaai/CorazzaGN22,URL#305381,1,305381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294/0863,Lénaïg Cornanguer,42/2089,Christine Largouët,52/2196,Laurence Rozé,TAG: Learning Timed Automata from Logs.,AAAI,3949-3958,2022,Conference and Workshop Papers,closed,conf/aaai/CornanguerLRT22,https://ojs.aaai.org/index.php/AAAI/article/view/20311,https://dblp.org/rec/conf/aaai/CornanguerLRT22,URL#305382,1,305382,57/1585,Alexandre Termier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194/6171,Augusto B. Corrêa,39/7401,Florian Pommerening,21/4581,Malte Helmert,The FF Heuristic for Lifted Classical Planning.,AAAI,9716-9723,2022,Conference and Workshop Papers,closed,conf/aaai/CorreaPHF22,https://ojs.aaai.org/index.php/AAAI/article/view/21206,https://dblp.org/rec/conf/aaai/CorreaPHF22,URL#305383,1,305383,94/479,Guillem Francès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/2183,Marta R. Costa-jussà,51/7736,Carlos Escolano,239/5738,Christine Basta,Interpreting Gender Bias in Neural Machine Translation: Multilingual Architecture Matters.,AAAI,11855-11863,2022,Conference and Workshop Papers,closed,conf/aaai/Costa-jussaEBFB22,https://ojs.aaai.org/index.php/AAAI/article/view/21442,https://dblp.org/rec/conf/aaai/Costa-jussaEBFB22,URL#305384,1,305384,267/5458,Javier Ferrando,282/0077,Roser Batlle,282/1112,Ksenia Kharitonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259/0911,Corinna Coupette,266/4791,Sebastian Dalleiger,94/6462,Jilles Vreeken,Differentially Describing Groups of Graphs.,AAAI,3959-3967,2022,Conference and Workshop Papers,closed,conf/aaai/CoupetteDV22,https://ojs.aaai.org/index.php/AAAI/article/view/20312,https://dblp.org/rec/conf/aaai/CoupetteDV22,URL#305385,1,305385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/1628,Anirudh Cowlagi,21/9322,Pratik Chaudhari,,,Does the Geometry of the Data Control the Geometry of Neural Predictions? (Student Abstract).,AAAI,12931-12932,2022,Conference and Workshop Papers,closed,conf/aaai/CowlagiC22,https://ojs.aaai.org/index.php/AAAI/article/view/21602,https://dblp.org/rec/conf/aaai/CowlagiC22,URL#305386,1,305386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269/4561,Dennis Craandijk,47/4875,Floris Bex,,,Enforcement Heuristics for Argumentation with Deep Reinforcement Learning.,AAAI,5573-5581,2022,Conference and Workshop Papers,closed,conf/aaai/CraandijkB22,https://ojs.aaai.org/index.php/AAAI/article/view/20497,https://dblp.org/rec/conf/aaai/CraandijkB22,URL#305387,1,305387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52/4288,Francesco Croce,200/8865,Maksym Andriushchenko,230/3694,Naman D. Singh,Sparse-RS: A Versatile Framework for Query-Efficient Sparse Black-Box Adversarial Attacks.,AAAI,6437-6445,2022,Conference and Workshop Papers,closed,conf/aaai/CroceASF022,https://ojs.aaai.org/index.php/AAAI/article/view/20595,https://dblp.org/rec/conf/aaai/CroceASF022,URL#305388,1,305388,164/7417,Nicolas Flammarion,97/1213-1,Matthias Hein 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/1288,Breanne Crockett,,,,,Measuring Students' Engagement with Digital Interactive Textbooks by Analyzing Clickstream Data.,AAAI,13132-13133,2022,Conference and Workshop Papers,closed,conf/aaai/Crockett22,https://ojs.aaai.org/index.php/AAAI/article/view/21702,https://dblp.org/rec/conf/aaai/Crockett22,URL#305389,1,305389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153/8346,Andrew Cropper,,,,,"Learning Logic Programs Though Divide, Constrain, and Conquer.",AAAI,6446-6453,2022,Conference and Workshop Papers,closed,conf/aaai/Cropper22,https://ojs.aaai.org/index.php/AAAI/article/view/20596,https://dblp.org/rec/conf/aaai/Cropper22,URL#305390,1,305390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288/0985,Kaiwen Cui,62/6016-1,Jiaxing Huang 0001,120/7554,Zhipeng Luo,GenCo: Generative Co-training for Generative Adversarial Networks with Limited Data.,AAAI,499-507,2022,Conference and Workshop Papers,closed,conf/aaai/Cui0LZZL22,https://ojs.aaai.org/index.php/AAAI/article/view/19928,https://dblp.org/rec/conf/aaai/Cui0LZZL22,URL#305391,1,305391,20/10243,Gongjie Zhang,223/4246,Fangneng Zhan,42/2718,Shijian Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151/8858,Hainan Cui,84/5969,Shuhan Shen,,,MMA: Multi-Camera Based Global Motion Averaging.,AAAI,490-498,2022,Conference and Workshop Papers,closed,conf/aaai/CuiS22,https://ojs.aaai.org/index.php/AAAI/article/view/19927,https://dblp.org/rec/conf/aaai/CuiS22,URL#305392,1,305392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254/5184,Aidan Curtis,202/1778,Tom Silver,t/JoshuaBTenenbaum,Joshua B. Tenenbaum,Discovering State and Action Abstractions for Generalized Task and Motion Planning.,AAAI,5377-5384,2022,Conference and Workshop Papers,closed,conf/aaai/CurtisSTLK22,https://ojs.aaai.org/index.php/AAAI/article/view/20475,https://dblp.org/rec/conf/aaai/CurtisSTLK22,URL#305393,1,305393,90/752,Tomás Lozano-Pérez,k/LesliePackKaelbling,Leslie Pack Kaelbling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71/8725,Konrad K. Dabrowski,j/PeterJonsson,Peter Jonsson,88/3220,Sebastian Ordyniak,Resolving Inconsistencies in Simple Temporal Problems: A Parameterized Approach.,AAAI,3724-3732,2022,Conference and Workshop Papers,closed,conf/aaai/DabrowskiJOO22,https://ojs.aaai.org/index.php/AAAI/article/view/20286,https://dblp.org/rec/conf/aaai/DabrowskiJOO22,URL#305394,1,305394,278/2442,George Osipov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124/3214,Hamid Dadkhahi,40/1406,Jesus Rios,65/6274,Karthikeyan Shanmugam,Fourier Representations for Black-Box Optimization over Categorical Variables.,AAAI,10156-10165,2022,Conference and Workshop Papers,closed,conf/aaai/DadkhahiRSD22,https://ojs.aaai.org/index.php/AAAI/article/view/21255,https://dblp.org/rec/conf/aaai/DadkhahiRSD22,URL#305395,1,305395,56/7926,Payel Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62/2111,Feng Dai,22/5523,Bin Chen,33/678,Hang Xu,Unbiased IoU for Spherical Image Object Detection.,AAAI,508-515,2022,Conference and Workshop Papers,closed,conf/aaai/DaiCXMLFYYZ22,https://ojs.aaai.org/index.php/AAAI/article/view/19929,https://dblp.org/rec/conf/aaai/DaiCXMLFYYZ22,URL#305396,1,305396,94/10052,Yike Ma,50/3993,Xiaodong Li,56/8117,Bailan Feng,99/1838,Peng Yuan,146/1605,Chenggang Yan 0001,00/2166-5,Qiang Zhao 0005,,,,,,,,,,,,,,,,,,,,,,
255/6032,Yatin Dandi,79/10543,Luis Barba,17/4402,Martin Jaggi,Implicit Gradient Alignment in Distributed and Federated Learning.,AAAI,6454-6462,2022,Conference and Workshop Papers,closed,conf/aaai/DandiBJ22,https://ojs.aaai.org/index.php/AAAI/article/view/20597,https://dblp.org/rec/conf/aaai/DandiBJ22,URL#305397,1,305397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p/ADarwiche,Adnan Darwiche,317/0861,Chunxi Ji,,,On the Computation of Necessary and Sufficient Explanations.,AAAI,5582-5591,2022,Conference and Workshop Papers,closed,conf/aaai/DarwicheJ22,https://ojs.aaai.org/index.php/AAAI/article/view/20498,https://dblp.org/rec/conf/aaai/DarwicheJ22,URL#305398,1,305398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/2277,Sanmay Das,,,,,Local Justice and the Algorithmic Allocation of Scarce Societal Resources.,AAAI,12250-12255,2022,Conference and Workshop Papers,closed,conf/aaai/Das22,https://ojs.aaai.org/index.php/AAAI/article/view/21486,https://dblp.org/rec/conf/aaai/Das22,URL#305399,1,305399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
